Country,Number_of_Bags,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Bag Weight,Colors,quality_score,Variety,Processing Method
indonesia,2,2017,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,82.5,0.11,0,0,green,5,1250,1250,1250,1,green,82.5,Other,Washed / Wet
honduras,275,2017,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.5,0.1,0,0,green,4,1400,1400,1400,69,green,82.5,Caturra,Washed / Wet
guatemala,50,2016,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2,green,2,1219.2,1219.2,1219.2,69,green,82.5,Bourbon,Washed / Wet
thailand,1,2014,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5,0.12,0,0,green,0,800,800,800,1,green,82.5,,Washed / Wet
thailand,50,2014,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5,0.11,0,0,others,0,1400,1500,1450,20,bluish-green,82.5,Caturra,Washed / Wet
"tanzania, united republic of",37,2014,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5,0.12,0,0,green,1,1600,1600,1600,60,green,82.5,Other,Washed / Wet
"tanzania, united republic of",5,2014,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5,0.12,0,0,bluish-green,3,others,others,others,60,bluish-green,82.5,Other,Washed / Wet
mexico,2,2013,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,82.5,0,0,0,green,1,1500,1700,1600,2,green,82.5,Other,Washed / Wet
brazil,69,2013,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5,0.11,0,0,bluish-green,0,1260,1260,1260,60,bluish-green,82.5,Yellow Bourbon,Semi-washed / Semi-pulped
guatemala,250,2013,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5,0.12,0,0,green,4,1310.64,1310.64,1310.64,69,green,82.5,Bourbon,Washed / Wet
colombia,250,2013,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0,green,1,1750,1750,1750,70,green,82.5,Caturra,Washed / Wet
guatemala,250,2013,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0,green,0,1310.64,1310.64,1310.64,69,green,82.5,Bourbon,Washed / Wet
mexico,10,2012,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5,0.13,0,0,others,10,1679,1679,1679,1,bluish-green,82.5,Typica,Washed / Wet
mexico,10,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5,0.12,0,0,green,5,1100,1100,1100,1,green,82.5,Typica,Washed / Wet
mexico,28,2012,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5,0.11,0,0,others,2,1650,1650,1650,1,bluish-green,82.5,Typica,Semi-washed / Semi-pulped
guatemala,275,2012,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0,green,5,others,others,others,1,green,82.5,Caturra,Natural / Dry
brazil,300,2012,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0,bluish-green,4,1250,1250,1250,60,bluish-green,82.5,Bourbon,Semi-washed / Semi-pulped
colombia,275,2012,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5,0.11,1,0,green,3,1600,1950,1775,70,green,82.5,Caturra,Washed / Wet
united states (hawaii),7,2012,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5,0.12,2,0,green,3,others,others,others,100,green,82.5,Hawaiian Kona,Washed / Wet
guatemala,245,others,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5,0.01,1,0,others,14,1600,1600,1600,1,bluish-green,82.5,,Other
honduras,1,2017,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1,green,6,1500,1500,1500,2,green,82.42,Other,Washed / Wet
guatemala,50,2017,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42,0.1,0,1,green,2,1700,1700,1700,69,green,82.42,Bourbon,Washed / Wet
guatemala,50,2016,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,green,0,1700,1700,1700,69,green,82.42,Bourbon,Washed / Wet
guatemala,20,2017,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0,green,0,157.8864,157.8864,157.8864,69,green,82.42,Bourbon,Washed / Wet
guatemala,275,2017,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,green,3,others,others,others,69,green,82.42,Caturra,Washed / Wet
colombia,43,2016,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,green,1,1600,1600,1600,70,green,82.42,Caturra,Washed / Wet
china,3,2015,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0,green,0,1600,1600,1600,60,green,82.42,Catimor,Washed / Wet
brazil,300,2016,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42,0.11,0,1,green,0,others,others,others,60,green,82.42,,Other
"tanzania, united republic of",10,2015,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0,green,7,2285,2285,2285,60,green,82.42,Ruiru 11,Washed / Wet
brazil,320,2015,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0,0,0,green,0,1,1,1,2,green,82.42,Yellow Bourbon,Natural / Dry
guatemala,250,2013,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42,0.1,0,0,green,0,1400,1400,1400,1,green,82.42,Caturra,Washed / Wet
mexico,10,2014,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11,0,0,green,0,1296,1296,1296,1,green,82.42,Typica,Washed / Wet
brazil,39,2012,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42,0.12,0,0,bluish-green,1,1000,1000,1000,60,bluish-green,82.42,Catuai,Semi-washed / Semi-pulped
peru,320,2013,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42,0,0,0,green,3,others,others,others,5,green,82.42,,Washed / Wet
brazil,220,2013,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,0,0,green,0,1260,1260,1260,60,green,82.42,Yellow Bourbon,Natural / Dry
mexico,10,2013,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12,0,0,green,0,1170,1170,1170,1,green,82.42,Bourbon,Washed / Wet
honduras,1,2012,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42,0.09,0,0,others,2,others,others,others,2,bluish-green,82.42,,Washed / Wet
colombia,250,2013,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11,0,0,green,9,1600,1950,1775,70,green,82.42,Caturra,Washed / Wet
mexico,49,2013,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42,0.12,0,0,green,5,1560,1560,1560,1,green,82.42,Typica,Washed / Wet
mexico,20,2012,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13,0,0,green,2,1400,1400,1400,1,green,82.42,Typica,Semi-washed / Semi-pulped
mexico,35,2012,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14,0,0,green,9,1300,1300,1300,1,green,82.42,Typica,Washed / Wet
mexico,10,2012,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13,0,0,green,1,1170,1170,1170,1,green,82.42,Caturra,Washed / Wet
mexico,74,2012,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0,green,0,1300,1300,1300,1,green,82.42,Typica,Washed / Wet
mexico,26,2012,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42,0.14,0,0,green,6,1350,1350,1350,1,green,82.42,Pacamara,Washed / Wet
mexico,10,2012,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11,0,0,green,0,1150,1150,1150,1,green,82.42,Caturra,Washed / Wet
mexico,1,2012,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13,0,0,others,4,1250,1250,1250,1,bluish-green,82.42,Bourbon,Washed / Wet
mexico,10,2012,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12,0,0,bluish-green,0,1450,1450,1450,1,bluish-green,82.42,Typica,Washed / Wet
colombia,250,2012,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0,0,0,others,2,442,442,442,70,bluish-green,82.42,Caturra,Natural / Dry
brazil,51,2012,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11,0,0,bluish-green,2,others,others,others,60,bluish-green,82.42,Arusha,Natural / Dry
colombia,250,2011,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0,0,0,green,2,1750,1750,1750,70,green,82.42,Caturra,Washed / Wet
colombia,0,2013,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42,0.02,0,0,others,1,1750,1750,1750,70,bluish-green,82.42,,Other
honduras,275,2017,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1,0,1,green,8,1396,1396,1396,69,green,82.33,Caturra,Washed / Wet
brazil,320,2016,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33,0.11,0,3,green,11,982,982,982,2,green,82.33,Catuai,Natural / Dry
brazil,305,2016,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11,0,4,green,14,others,others,others,59,green,82.33,,Natural / Dry
brazil,320,2016,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11,0,2,bluish-green,3,934,934,934,60,bluish-green,82.33,Bourbon,Natural / Dry
costa rica,100,2015,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33,0.1,6,1,bluish-green,3,1850,1850,1850,69,bluish-green,82.33,Caturra,Washed / Wet
costa rica,130,2015,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33,0,0,2,green,0,1550,1550,1550,69,green,82.33,Catuai,Washed / Wet
china,3,2015,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12,0,6,green,2,1580,1580,1580,60,green,82.33,Catimor,Pulped natural / honey
brazil,12,2015,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0,green,0,1268,1268,1268,2,green,82.33,Bourbon,Natural / Dry
brazil,300,2015,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0,green,10,others,others,others,60,green,82.33,Mundo Novo,Natural / Dry
guatemala,275,2015,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33,0.1,0,0,green,6,1676.4,1676.4,1676.4,69,green,82.33,Bourbon,Washed / Wet
malawi,10,2014,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12,0,0,green,0,1450,1450,1450,60,green,82.33,Gesha,Washed / Wet
brazil,10,2014,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,82.33,0.11,0,0,bluish-green,0,1100,1100,1100,2,bluish-green,82.33,Bourbon,Natural / Dry
guatemala,250,2014,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33,0.12,0,0,green,3,1524,1524,1524,69,green,82.33,Pacas,Washed / Wet
mexico,320,2014,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11,0,0,green,0,others,others,others,5,green,82.33,,Washed / Wet
colombia,250,2013,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1,0,0,green,2,1300,1300,1300,3,green,82.33,Caturra,Washed / Wet
taiwan,10,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,green,0,200,200,200,20,green,82.33,Typica,Semi-washed / Semi-pulped
taiwan,10,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,green,0,600,600,600,30,green,82.33,Typica,Washed / Wet
guatemala,250,2013,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12,2,0,green,1,1310.64,1310.64,1310.64,69,green,82.33,Bourbon,Washed / Wet
colombia,250,2013,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33,0,0,0,green,1,1750,1750,1750,70,green,82.33,Caturra,Washed / Wet
mexico,250,2013,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12,0,0,green,3,1300,1300,1300,1,green,82.33,Typica,Washed / Wet
costa rica,275,2012,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33,0,0,0,green,14,others,others,others,1,green,82.33,,Washed / Wet
guatemala,275,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11,0,0,green,3,1676.4,1828.8,1752.6,69,green,82.33,Bourbon,Washed / Wet
mexico,10,2012,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15,1,0,others,8,441,441,441,1,bluish-green,82.33,Typica,Natural / Dry
mexico,10,2012,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13,0,0,green,9,1170,1170,1170,1,green,82.33,Bourbon,Washed / Wet
guatemala,250,2012,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1,2,0,green,5,1310.64,1310.64,1310.64,1,green,82.33,Bourbon,Washed / Wet
brazil,16,2012,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12,0,0,green,2,1100,1100,1100,60,green,82.33,Mundo Novo,Natural / Dry
mexico,10,2012,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,0,0,green,0,1200,1400,1300,1,green,82.33,Typica,Washed / Wet
brazil,44,2012,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,0,0,green,2,950,950,950,60,green,82.33,Mundo Novo,Washed / Wet
colombia,250,2012,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0,0,0,green,0,442,442,442,70,green,82.33,Caturra,Natural / Dry
brazil,1062,others,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09,2,6,green,10,1100,1100,1100,5,green,82.25,Catuai,Washed / Wet
taiwan,1,2016,7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,0,0,bluish-green,0,others,others,others,10,bluish-green,82.25,,Other
guatemala,275,2016,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,green,2,1450,1450,1450,69,green,82.25,Pacas,Washed / Wet
brazil,180,2015,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,green,9,1,1,1,2,green,82.25,Yellow Bourbon,Natural / Dry
el salvador,275,2014,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,green,0,1500,1500,1500,1,green,82.25,Bourbon,Washed / Wet
honduras,275,2015,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,green,2,1350,1350,1350,1,green,82.25,Catuai,Washed / Wet
malawi,10,2014,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,bluish-green,0,1180,1180,1180,60,bluish-green,82.25,Gesha,Washed / Wet
brazil,320,2014,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0,green,0,1100,1100,1100,2,green,82.25,Bourbon,Natural / Dry
taiwan,35,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,green,0,650,650,650,60,green,82.25,Typica,Washed / Wet
mexico,150,2013,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,bluish-green,4,1338,1338,1338,1,bluish-green,82.25,Mundo Novo,Washed / Wet
united states (hawaii),6,2013,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0,bluish-green,1,others,others,others,100,bluish-green,82.25,Hawaiian Kona,Natural / Dry
mexico,10,2012,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,others,8,533,533,533,1,bluish-green,82.25,Bourbon,Washed / Wet
guatemala,275,2012,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,green,2,1390.8024,1390.8024,1390.8024,69,green,82.25,Bourbon,Washed / Wet
mexico,10,2012,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0,green,3,1170,1170,1170,1,green,82.25,Bourbon,Washed / Wet
mexico,40,2012,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,green,13,1250,1250,1250,1,green,82.25,Typica,Washed / Wet
el salvador,288,2012,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0,green,5,others,others,others,1,green,82.25,Other,Washed / Wet
mexico,250,2012,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,green,0,1100,1100,1100,1,green,82.25,Typica,Washed / Wet
mexico,250,2012,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,green,3,900,900,900,1,green,82.25,Typica,Washed / Wet
colombia,250,2012,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0,green,1,1750,1750,1750,70,green,82.25,Caturra,Washed / Wet
colombia,100,2012,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,green,0,1600,1950,1775,70,green,82.25,Caturra,Washed / Wet
brazil,84,2012,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,green,1,others,others,others,60,green,82.25,Arusha,Natural / Dry
colombia,149,others,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0,others,2,others,others,others,70,bluish-green,82.25,,Other
brazil,320,2016,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,green,5,934,934,934,60,green,82.17,Bourbon,Natural / Dry
honduras,200,2015,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,bluish-green,2,1500,1500,1500,69,bluish-green,82.17,Caturra,Washed / Wet
nicaragua,275,others,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0,green,1,1000,1000,1000,69,green,82.17,,Other
"tanzania, united republic of",30,2015,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,green,6,1500,1800,1650,80,green,82.17,Bourbon,Washed / Wet
"tanzania, united republic of",300,2015,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,green,1,1600,1600,1600,60,green,82.17,Other,Washed / Wet
brazil,320,2015,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,green,1,1,1,1,2,green,82.17,Yellow Bourbon,Natural / Dry
thailand,1,2014,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,bluish-green,0,800,800,800,1,bluish-green,82.17,,Washed / Wet
honduras,275,2015,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,green,2,1350,1350,1350,1,green,82.17,Catuai,Washed / Wet
guatemala,250,2014,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0,bluish-green,4,1500,1500,1500,69,bluish-green,82.17,Bourbon,Washed / Wet
brazil,300,2014,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,green,1,others,others,others,60,green,82.17,Mundo Novo,Natural / Dry
"tanzania, united republic of",10,2014,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,green,1,1700,1700,1700,60,green,82.17,Other,Washed / Wet
mexico,200,2013,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,green,0,1100,1100,1100,1,green,82.17,Other,Washed / Wet
mexico,2,2013,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,others,1,1200,1600,1400,2,bluish-green,82.17,Other,Washed / Wet
taiwan,60,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,green,0,1200,1200,1200,60,green,82.17,Typica,Other
taiwan,80,2012,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,green,0,800,800,800,10,green,82.17,Typica,Washed / Wet
colombia,250,2013,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,bluish-green,1,1750,1750,1750,70,bluish-green,82.17,Caturra,Washed / Wet
mexico,10,2012,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0,others,9,1144,1144,1144,1,bluish-green,82.17,Typica,Washed / Wet
guatemala,250,2012,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0,others,2,1350,1350,1350,1,bluish-green,82.17,Caturra,Washed / Wet
mexico,200,2012,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,green,4,1000,1000,1000,1,green,82.17,Typica,Washed / Wet
mexico,60,2012,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0,green,1,1200,1200,1200,1,green,82.17,Typica,Washed / Wet
colombia,250,2018,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,others,0,1800,1800,1800,70,bluish-green,82.17,,Other
indonesia,2,2017,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0,others,3,1300,1300,1300,1,bluish-green,82.08,Bourbon,Washed / Wet
colombia,275,2016,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,green,6,others,others,others,70,green,82.08,Caturra,Washed / Wet
brazil,320,2016,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,green,3,894,894,894,60,green,82.08,Bourbon,Natural / Dry
brazil,320,2015,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,green,1,1,1,1,2,green,82.08,Yellow Bourbon,Natural / Dry
costa rica,275,2015,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,bluish-green,0,1200,1400,1300,350,bluish-green,82.08,Caturra,Washed / Wet
"tanzania, united republic of",300,2014,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,green,5,1500,1500,1500,2,green,82.08,Bourbon,Washed / Wet
"tanzania, united republic of",1,2014,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0,green,3,1500,1700,1600,60,green,82.08,Other,Washed / Wet
colombia,1,2013,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,green,0,others,others,others,5,green,82.08,,Washed / Wet
costa rica,150,2013,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0,green,2,13,13,13,69,green,82.08,Caturra,Washed / Wet
united states (hawaii),4,2012,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,bluish-green,0,others,others,others,100,bluish-green,82.08,Hawaiian Kona,Natural / Dry
mexico,35,2012,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0,green,7,1300,1300,1300,1,green,82.08,Typica,Washed / Wet
mexico,250,2012,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,green,13,1800,1800,1800,1,green,82.08,Typica,Washed / Wet
mexico,15,2012,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,green,11,1250,1250,1250,1,green,82.08,Typica,Washed / Wet
vietnam,1,2012,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,green,2,1040,1040,1040,2,green,82.08,Other,Natural / Dry
mexico,250,2012,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,green,1,1250,1250,1250,1,green,82.08,Typica,Washed / Wet
united states (hawaii),10,2012,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0,green,2,others,others,others,100,green,82.08,Hawaiian Kona,Washed / Wet
colombia,275,Jan-11,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,others,5,1600,1600,1600,70,bluish-green,82.08,,Other
honduras,275,2017,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,green,1,1600,1600,1600,69,green,82,Caturra,Washed / Wet
honduras,275,2016,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,1,green,7,1600,1600,1600,69,green,82,Caturra,Natural / Dry
brazil,230,2016,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,2,green,3,944,944,944,60,green,82,Bourbon,Natural / Dry
"tanzania, united republic of",2,2015,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,0,green,20,1500,1800,1650,80,green,82,Other,Washed / Wet
laos,1,2015,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,bluish-green,0,1250,1250,1250,2,bluish-green,82,Other,Washed / Wet
"tanzania, united republic of",1,2014,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0,green,3,1300,1400,1350,60,green,82,Other,Washed / Wet
malawi,16,2014,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,0,bluish-green,1,2500,2500,2500,60,bluish-green,82,Gesha,Washed / Wet
taiwan,50,2013,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,green,0,600,600,600,20,green,82,Typica,Washed / Wet
thailand,1,2013,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,green,0,800,800,800,1,green,82,,Washed / Wet
costa rica,250,2013,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,0,green,4,1200,1400,1300,1,green,82,Catuai,Washed / Wet
honduras,275,2014,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,0,green,5,1400,1400,1400,69,green,82,Caturra,Washed / Wet
colombia,250,2013,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,0,green,1,1800,2000,1900,70,green,82,Caturra,Washed / Wet
taiwan,30,2012,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,0,0,bluish-green,0,600,700,650,10,bluish-green,82,Typica,Washed / Wet
